scenario,subRegion,region,param,class,x,value,units
SW_high_CL_Reference_DiffPrcnt_ARM_Reference,Amazon_X_South America_Southern,region,param,class,x,32.5910986615753,units
SW_high_CL_Reference_DiffPrcnt_ARM_Reference,Baja_California_X_Mexico,region,param,class,x,29.9493243518024,units
SW_high_CL_Reference_DiffPrcnt_ARM_Reference,California_River_X_Mexico,region,param,class,x,4.16127148001991,units
SW_high_CL_Reference_DiffPrcnt_ARM_Reference,Caribbean_Coast_X_Central America and Caribbean,region,param,class,x,-8.36380976502766,units
SW_high_CL_Reference_DiffPrcnt_ARM_Reference,Caribbean_Coast_X_Colombia,region,param,class,x,-3.08319196056464,units
SW_high_CL_Reference_DiffPrcnt_ARM_Reference,Caribbean_Coast_X_South America_Northern,region,param,class,x,-14.1538292996243,units
SW_high_CL_Reference_DiffPrcnt_ARM_Reference,Caribbean_X_Central America and Caribbean,region,param,class,x,10.0212491080463,units
SW_high_CL_Reference_DiffPrcnt_ARM_Reference,Central_Patagonia_Highlands_X_Argentina,region,param,class,x,10.0547533008501,units
SW_high_CL_Reference_DiffPrcnt_ARM_Reference,Colombia_Ecuador_Pacific_Coast_X_Central America and Caribbean,region,param,class,x,-26.6332240190018,units
SW_high_CL_Reference_DiffPrcnt_ARM_Reference,Colombia_Ecuador_Pacific_Coast_X_Colombia,region,param,class,x,-1.32417138719322,units
SW_high_CL_Reference_DiffPrcnt_ARM_Reference,Colombia_Ecuador_Pacific_Coast_X_South America_Southern,region,param,class,x,4.15267802716972,units
SW_high_CL_Reference_DiffPrcnt_ARM_Reference,East_Brazil_South_Atlantic_Coast_X_Brazil,region,param,class,x,9.88211414980351,units
SW_high_CL_Reference_DiffPrcnt_ARM_Reference,Grijalva_Usumacinta_X_Central America and Caribbean,region,param,class,x,-11.6037794986948,units
SW_high_CL_Reference_DiffPrcnt_ARM_Reference,Grijalva_Usumacinta_X_Mexico,region,param,class,x,47.2231753936877,units
SW_high_CL_Reference_DiffPrcnt_ARM_Reference,Isthmus_of_Tehuantepec_X_Mexico,region,param,class,x,43.8496511965198,units
SW_high_CL_Reference_DiffPrcnt_ARM_Reference,La_Plata_X_Argentina,region,param,class,x,23.4978954228327,units
SW_high_CL_Reference_DiffPrcnt_ARM_Reference,La_Plata_X_Brazil,region,param,class,x,7.38025664021611,units
SW_high_CL_Reference_DiffPrcnt_ARM_Reference,La_Plata_X_South America_Southern,region,param,class,x,18.2581689852299,units
SW_high_CL_Reference_DiffPrcnt_ARM_Reference,La_Plata_X_Uruguay,region,param,class,x,14.5147866010953,units
SW_high_CL_Reference_DiffPrcnt_ARM_Reference,La_Puna_Region_X_Argentina,region,param,class,x,9.45257615652106,units
SW_high_CL_Reference_DiffPrcnt_ARM_Reference,La_Puna_Region_X_South America_Southern,region,param,class,x,21.5857423078331,units
SW_high_CL_Reference_DiffPrcnt_ARM_Reference,Lower_Colorado_River_X_Mexico,region,param,class,x,19.2225242209783,units
