GDP MER by region,,,,,,,,,,,,,,,,,,,,,,,
"ARM_Reference,date=2021-10-8T12:21:23-04:00",European Free Trade Association,458859,623957,676953,736365,801817,870253,941527,1016360,1099410,1191350,1294380,1408140,1530820,1662330,1801250,1943290,2088430,2234280,2378780,2521880,2664230,Million1990US$
"ARM_Reference,date=2021-10-8T12:21:23-04:00",India,306647,730359,1088870,1513310,2165120,3076200,3993430,5037220,6231990,7560790,9008460,1.06E+07,1.23E+07,1.40E+07,1.59E+07,1.77E+07,1.96E+07,2.14E+07,2.33E+07,2.51E+07,2.68E+07,Million1990US$
"ARM_Reference,date=2021-10-8T12:21:23-04:00",Indonesia,204378,376804,498113,651840,837321,1084670,1396780,1735400,2109670,2503010,2906020,3320230,3740410,4158750,4565410,4965270,5360460,5750370,6133410,6508830,6875020,Million1990US$
"ARM_Reference,date=2021-10-8T12:21:23-04:00",Japan,3102780,3741560,3759860,3955420,4147700,4278420,4478920,4628380,4746770,4875720,5000510,5140260,5293340,5443000,5587800,5722770,5851660,5982280,6116940,6253460,6387760,Million1990US$
"ARM_Reference,date=2021-10-8T12:21:23-04:00",Mexico,337827,648291,697824,807080,895830,1023000,1184930,1358670,1542880,1742500,1961500,2197610,2445730,2712140,2992850,3289830,3601500,3925790,4264470,4618420,4985370,Million1990US$
"ARM_Reference,date=2021-10-8T12:21:23-04:00",Middle East,643514,1162520,1426230,1668220,1845090,2092670,2509670,2948220,3413380,3887310,4363090,4863120,5402810,5984260,6592110,7219160,7873060,8551790,9261250,9997360,1.07E+07,Million1990US$
"ARM_Reference,date=2021-10-8T12:21:23-04:00",Pakistan,51830.7,97328,115119,140117,171873,199177,253047,321666,409223,517609,648276,803604,986667,1201000,1449070,1727110,2031500,2359960,2712330,3089000,3486220,Million1990US$
"ARM_Reference,date=2021-10-8T12:21:23-04:00",Russia,932773,845373,1006080,1093970,1179610,1297180,1500160,1694180,1869510,2012230,2128160,2248270,2405100,2570840,2733060,2877810,3007890,3133120,3260100,3387790,3505570,Million1990US$
"ARM_Reference,date=2021-10-8T12:21:23-04:00",South Africa,147057,212565,247601,276324,291276,324394,385096,448393,514984,583346,652790,725089,801699,880071,958484,1036830,1113710,1188430,1260900,1330230,1395330,Million1990US$
"ARM_Reference,date=2021-10-8T12:21:23-04:00",South America_Northern,118066,164912,197942,200453,81651.3,80231.6,93578.9,108340,124234,141688,160664,181129,202906,225207,247718,270533,293979,317958,342090,366061,389854,Million1990US$
"ARM_Reference,date=2021-10-8T12:21:23-04:00",South America_Southern,129191,249161,313550,388103,446054,526563,630238,738460,856721,984717,1120670,1263960,1414090,1572260,1737390,1907610,2082660,2261540,2443580,2629030,2817040,Million1990US$
"ARM_Reference,date=2021-10-8T12:21:23-04:00",South Asia,49979.7,100538,136818,183572,244613,326230,421451,529487,657972,807946,981994,1184000,1417570,1684030,1985020,2323980,2699770,3113260,3565840,4059760,4594050,Million1990US$
"ARM_Reference,date=2021-10-8T12:21:23-04:00",South Korea,239379,590240,722048,837006,961501,1109410,1257730,1390040,1505690,1607260,1692750,1769480,1824990,1868890,1912940,1947690,1980910,2009990,2033600,2051990,2066620,Million1990US$
"ARM_Reference,date=2021-10-8T12:21:23-04:00",Southeast Asia,295571,639217,819624,1030780,1298990,1632840,1993860,2379410,2805890,3269250,3763810,4294500,4860000,5458560,6081350,6723950,7380810,8045670,8719010,9399600,1.01E+07,Million1990US$
"ARM_Reference,date=2021-10-8T12:21:23-04:00",Taiwan,102832,239716,295743,335757,378934,423712,461699,497552,530247,555477,571518,580142,588310,616119,643741,668644,689940,705568,716537,723226,726413,Million1990US$
"ARM_Reference,date=2021-10-8T12:21:23-04:00",USA,6019690,9574270,9936410,1.11E+07,1.23E+07,1.34E+07,1.47E+07,1.59E+07,1.71E+07,1.82E+07,1.92E+07,2.02E+07,2.12E+07,2.23E+07,2.34E+07,2.44E+07,2.54E+07,2.64E+07,2.73E+07,2.82E+07,2.90E+07,Million1990US$
"ARM_Reference,date=2021-10-8T12:21:23-04:00",Uruguay,13794.5,19202.5,25655.1,30290.9,34072.6,39497.7,45787.8,53081.1,61536.8,71338.2,82701.8,95872.7,111144,128844,149365,173156,200732,232702,269764,312726,362534,Million1990US$
